"tag","wav_name","start_time_local","end_time_local"
"cc23_BSCT","cc23_BSCT007.wav",2023-01-03 17:00:15,2023-01-04 00:59:58
"cc23_BSCT","cc23_BSCT008.wav",2023-01-04 01:00:17,2023-01-04 09:00:01
"cc23_BSCT","cc23_BSCT009.wav",2023-01-04 09:00:19,2023-01-04 17:00:03
"cc23_BSCT","cc23_BSCT010.wav",2023-01-04 17:00:21,2023-01-05 01:00:05
"cc23_BSCT","cc23_BSCT011.wav",2023-01-05 01:00:23,2023-01-05 08:56:56
"cc23_BSCT","cc23_BSCT012.wav",2023-01-05 08:56:58,2023-01-05 09:00:08
"cc23_BSCT","cc23_BSCT013.wav",2023-01-05 09:00:25,2023-01-05 17:00:09
"cc23_BSCT","cc23_BSCT014.wav",2023-01-05 17:00:27,2023-01-06 00:52:21
"cc23_BSCT","cc23_BSCT015.wav",2023-01-06 00:52:23,2023-01-06 01:00:12
"cc23_BSCT","cc23_BSCT016.wav",2023-01-06 01:00:29,2023-01-06 09:00:13
"cc23_BSCT","cc23_BSCT017.wav",2023-01-06 09:00:31,2023-01-06 17:00:15
"cc23_BSCT","cc23_BSCT018.wav",2023-01-06 17:00:33,2023-01-07 00:28:18
"cc23_BSCT","cc23_BSCT019.wav",2023-01-07 00:28:21,2023-01-07 01:00:19
"cc23_BSCT","cc23_BSCT020.wav",2023-01-07 01:00:35,2023-01-07 09:00:19
"cc23_BSCT","cc23_BSCT021.wav",2023-01-07 09:00:37,2023-01-07 17:00:21
"cc23_BSCT","cc23_BSCT022.wav",2023-01-07 17:00:39,2023-01-08 01:00:23
"cc23_BSCT","cc23_BSCT023.wav",2023-01-08 01:00:41,2023-01-08 09:00:25
"cc23_BSCT","cc23_BSCT024.wav",2023-01-08 09:00:43,2023-01-08 17:00:27
"cc23_BSCT","cc23_BSCT025.wav",2023-01-08 17:00:45,2023-01-09 00:01:27
"cc23_BSCT","cc23_BSCT026.wav",2023-01-09 00:01:29,2023-01-09 01:00:31
"cc23_BSCT","cc23_BSCT027.wav",2023-01-09 01:00:47,2023-01-09 08:47:28
"cc23_BSCT","cc23_BSCT028.wav",2023-01-09 08:47:30,2023-01-09 09:00:33
"cc23_BSCT","cc23_BSCT029.wav",2023-01-09 09:00:49,2023-01-09 17:00:33
"cc23_BSCT","cc23_BSCT030.wav",2023-01-09 17:00:51,2023-01-10 01:00:35
"cc23_BSCT","cc23_BSCT031.wav",2023-01-10 01:00:52,2023-01-10 09:00:36
"cc23_BSCT","cc23_BSCT032.wav",2023-01-10 09:00:54,2023-01-10 17:00:39
"cc23_BSCT","cc23_BSCT033.wav",2023-01-10 17:00:56,2023-01-11 00:57:02
"cc23_BSCT","cc23_BSCT034.wav",2023-01-11 00:57:04,2023-01-11 01:00:41
"cc23_BSCT","cc23_BSCT035.wav",2023-01-11 01:00:58,2023-01-11 08:41:01
"cc23_BSCT","cc23_BSCT036.wav",2023-01-11 08:41:03,2023-01-11 09:00:43
"cc23_BSCT","cc23_BSCT037.wav",2023-01-11 09:01:00,2023-01-11 17:00:45
"cc23_BSCT","cc23_BSCT038.wav",2023-01-11 17:01:02,2023-01-12 01:00:46
"cc23_BSCT","cc23_BSCT039.wav",2023-01-12 01:01:04,2023-01-12 09:00:48
"cc23_BSCT","cc23_BSCT040.wav",2023-01-12 09:01:06,2023-01-12 17:00:51
"cc23_BSCT","cc23_BSCT041.wav",2023-01-12 17:01:08,2023-01-13 01:00:53
"cc23_BSCT","cc23_BSCT042.wav",2023-01-13 01:01:10,2023-01-13 09:00:54
"cc23_BSCT","cc23_BSCT043.wav",2023-01-13 09:01:12,2023-01-13 17:00:57
